5.280000000000000249e+00,2.149999999999999911e+00
3.120000000000000107e+00,1.719999999999999973e+00
5.219999999999999751e+00,2.439999999999999947e+00
4.820000000000000284e+00,1.899000000000000021e+00
4.700000000000000178e+00,1.955000000000000071e+00
5.820000000000000284e+00,2.134999999999999787e+00
5.059999999999999609e+00,1.915000000000000036e+00
6.080000000000000071e+00,2.365000000000000213e+00
4.419999999999999929e+00,1.889999999999999902e+00
4.400000000000000355e+00,1.758999999999999897e+00
4.200000000000000178e+00,1.850000000000000089e+00
3.930000000000000160e+00,1.804000000000000048e+00
5.059999999999999609e+00,1.715000000000000080e+00
5.280000000000000249e+00,2.120000000000000107e+00
4.919999999999999929e+00,1.639999999999999902e+00
8.339999999999999858e+00,3.944319999999999826e+00
4.000000000000000000e+00,1.409999999999999920e+00
5.000000000000000000e+00,2.100000000000000089e+00
5.459999999999999964e+00,1.899999999999999911e+00
5.280000000000000249e+00,1.699999999999999956e+00
6.629999999999999893e+00,2.160000000000000142e+00
4.799999999999999822e+00,1.489999999999999991e+00
5.000000000000000000e+00,1.499000000000000110e+00
3.040000000000000036e+00,1.419999999999999929e+00
5.250000000000000000e+00,1.260000000000000009e+00
5.110000000000000320e+00,1.840000000000000080e+00
3.200000000000000178e+00,1.054999999999999938e+00
4.400000000000000355e+00,1.274999999999999911e+00
4.400000000000000355e+00,1.499000000000000110e+00
3.080000000000000071e+00,1.199999999999999956e+00
4.400000000000000355e+00,1.459999999999999964e+00
7.509999999999999787e+00,3.761620000000000186e+00
7.719999999999999751e+00,3.060000000000000053e+00
6.059999999999999609e+00,3.951919999999999877e+00
8.679999999999999716e+00,2.909409999999999830e+00
5.320000000000000284e+00,2.200000000000000178e+00
7.299999999999999822e+00,2.750000000000000000e+00
6.780000000000000249e+00,2.589999999999999858e+00
5.320000000000000284e+00,2.140000000000000124e+00
4.839999999999999858e+00,2.240000000000000213e+00
9.580000000000000071e+00,5.000000000000000000e+00
7.559999999999999609e+00,3.200000000000000178e+00
5.759999999999999787e+00,3.198999999999999844e+00
4.839999999999999858e+00,2.049999999999999822e+00
4.740000000000000213e+00,1.754999999999999893e+00
4.299999999999999822e+00,1.995000000000000107e+00
4.370000000000000107e+00,1.600000000000000089e+00
4.299999999999999822e+00,1.919999999999999929e+00
4.000000000000000000e+00,1.844999999999999973e+00
4.400000000000000355e+00,2.165000000000000036e+00
4.330000000000000071e+00,1.850880000000000081e+00
