1.954663693794128676e+02,3.000000000000000000e+00,3.759060000000000000e+05
1.486436269044964718e+02,3.000000000000000000e+00,3.101060000000000000e+05
2.229654403567447218e+02,3.000000000000000000e+00,3.468600000000000000e+05
1.315496098104793816e+02,2.000000000000000000e+00,2.180800000000000000e+05
2.787068004459309236e+02,4.000000000000000000e+00,5.075060000000000000e+05
1.844109996283909538e+02,4.000000000000000000e+00,2.819060000000000000e+05
1.425120772946860086e+02,3.000000000000000000e+00,2.960060000000000000e+05
1.325715347454477921e+02,3.000000000000000000e+00,1.870590599999999977e+05
1.282051282051282044e+02,3.000000000000000000e+00,1.992800000000000000e+05
1.387959866220735989e+02,3.000000000000000000e+00,2.279500000000000000e+05
1.802303976217019681e+02,4.000000000000000000e+00,2.255990599999999977e+05
1.858045336306205968e+02,3.000000000000000000e+00,3.261800000000000000e+05
1.755852842809364631e+02,3.000000000000000000e+00,3.101990599999999977e+05
4.160163507989595360e+02,5.000000000000000000e+00,6.579060000000000000e+05
1.178000743218134545e+02,3.000000000000000000e+00,2.443060000000000000e+05
2.136752136752136835e+02,4.000000000000000000e+00,4.229060000000000000e+05
1.226309921962095899e+02,2.000000000000000000e+00,2.819060000000000000e+05
1.148272017837235239e+02,3.000000000000000000e+00,1.879060000000000000e+05
2.423820141211445787e+02,4.000000000000000000e+00,4.699981199999999953e+05
2.815867707172055248e+02,4.000000000000000000e+00,5.630600000000000000e+05
1.641583054626532885e+02,3.000000000000000000e+00,2.377260000000000000e+05
1.753994797473058327e+02,2.000000000000000000e+00,2.397000000000000000e+05
1.490152359717577326e+02,3.000000000000000000e+00,2.283260000000000000e+05
1.822742474916388176e+02,4.000000000000000000e+00,2.443060000000000000e+05
3.613898179115570883e+02,3.000000000000000000e+00,5.394660000000000000e+05
1.021924934968413226e+02,3.000000000000000000e+00,2.349060000000000000e+05
1.354515050167224217e+02,3.000000000000000000e+00,4.366300000000000000e+05
2.346711259754738137e+02,3.000000000000000000e+00,4.408600000000000000e+05
2.043849869936826451e+02,3.000000000000000000e+00,4.465000000000000000e+05
2.449832775919732626e+02,3.000000000000000000e+00,2.819060000000000000e+05
1.708472686733556429e+02,2.000000000000000000e+00,3.289060000000000000e+05
9.290226681531029840e+01,1.000000000000000000e+00,1.597060000000000000e+05
1.895206243032330065e+02,4.000000000000000000e+00,2.960060000000000000e+05
2.914344109996284260e+02,3.000000000000000000e+00,5.451060000000000000e+05
1.682460052025269590e+02,4.000000000000000000e+00,2.687460000000000000e+05
1.335005574136008875e+02,3.000000000000000000e+00,2.349060000000000000e+05
1.151059085841694554e+02,3.000000000000000000e+00,2.161060000000000000e+05
1.980676328502415515e+02,4.000000000000000000e+00,3.243000000000000000e+05
3.915830546265328849e+02,4.000000000000000000e+00,5.160599999999999418e+05
2.008547008547008659e+02,4.000000000000000000e+00,2.697800000000000000e+05
1.545893719806763329e+02,2.000000000000000000e+00,3.463900000000000000e+05
2.079152731326644528e+02,3.000000000000000000e+00,3.101060000000000000e+05
2.384801189149015386e+02,4.000000000000000000e+00,2.951600000000000000e+05
1.114827201783723609e+02,3.000000000000000000e+00,2.810600000000000000e+05
7.915273132664437128e+01,2.000000000000000000e+00,1.691060000000000000e+05
1.720549981419546839e+02,4.000000000000000000e+00,2.819060000000000000e+05
1.117614269788182924e+02,3.000000000000000000e+00,2.251300000000000000e+05
