-4.805882945257010164e+01;2.808965074479860213e+00
3.405450538959659923e+01;3.132355101950560083e+01
-4.701007574320080096e+01;1.062365618969509917e+01
7.013502082404110105e+00;7.627658852038040393e+00
1.974496739238940091e+00;8.087279893552160814e+00
3.618954862666249994e+01;3.435910918053900076e+01
-8.941457938049760301e+00;2.121072476666390205e+00
-4.071966240251619951e+01;7.461708266154009728e+00
-2.915297921723810148e+01;1.173256678756460003e+00
-3.791216402831619803e+01;5.397689520216149894e+00
3.588193696644129904e+00;1.092690065536869959e+01
-5.594057090677500099e+01;6.038088801572039976e+00
-3.263862013656719796e+00;4.883762805453049971e+00
3.697511904636279922e+01;3.183602128133840026e+01
7.085480261970669602e+00;8.348712346301109477e+00
-3.470626581132250266e+01;2.614184386432259810e+00
2.537409938352769956e+01;2.050380157930799996e+01
-3.570859751906490231e+01;4.692739558592499804e+00
2.962175509870450085e+01;2.411134389353750151e+01
4.628236901853890117e+01;5.278192797904380029e+01
4.420988594678169648e+01;5.538437334220790120e+01
2.126118327389839990e+01;1.708848711547620169e+01
-5.001324364549540036e+01;1.476934642298389999e+00
-4.279768310017959720e+01;-4.387382739157179881e-05
-1.818276487115870088e+00;1.109715884838210087e+01
1.389154368635890036e+00;3.740171665694940195e+00
-5.120693794827320033e+01;1.304298374520140025e-01
-4.438375985168689652e+01;3.731691310543070017e+00
-1.674653577802070004e+01;4.170202008850630193e+00
-1.457747074924190045e+01;4.067262803838969987e+00
-9.011801392661439536e+00;6.566064719303040143e+00
3.922350027740380085e+01;3.915906103292760321e+01
2.653363489478890003e+01;2.227631845748980055e+01
-3.331800399061840068e+01;3.316889531756360032e+00
-3.110955397730780092e+01;3.858344762697329955e+00
-4.472010975766459673e+00;4.451598803470350418e+00
-4.031952949030849709e+01;7.995080467101719490e-01
-4.068611001536749683e+01;4.959369720997109710e+00
-1.593675813378539985e+01;2.134310506729669932e+00
-6.132595848228620028e+00;6.192598202383869932e+00
-2.366962970665969834e+01;2.477354802758799934e+00
3.451575865729930115e+01;3.187306757578929961e+01
2.276274891971129932e+01;2.275242830224220114e+01
-1.142677675487959954e+00;4.079367333128049999e+00
3.749218733199509757e+01;3.683795516371240097e+01
-1.454153167295280014e+01;2.824791834378349797e+00
9.510205326576549822e+00;1.083004606320569962e+01
-1.276686065227890055e+01;8.270397934583030519e+00
-1.741177154801640015e+01;2.719163877647039929e+00
3.255976024170860228e+01;2.862123333554550086e+01
1.461228909165649981e+01;1.335733960607469939e+01
1.530779288922609993e+01;1.471026830656230011e+01
2.731176863521340081e+01;1.936505291560759900e+01
1.339343254732889932e+01;1.704639080632779979e+01
